sourceRow,name,productCode,sheetUnit,dibeli,dijual,category,suggestedPrimaryUnit,existingNameMatch,existingSkuForName,existingUnitForName,existingParentForName,existingNamesUsingSameSku,issueTypes,suggestedAction,normalizedNameKey,matchedExistingNameByNormalizedKey,refinedIssueTypes,refinedSuggestedAction,finalBucket,finalSku,finalName,finalPrimaryUnit,finalAction,finalCategory
175,Sedotan Biru Lurik Dop Lubang 6,SRLD0ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Biru Lurik Dop Lubang 6,SRLD0ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Biru Lurik Dop Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan biru lurik dop lubang 6,Sedotan Biru Lurik Dop Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SRLD0ST6,Sedotan Biru Lurik Dop Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
176,"Sedotan Biru Lurik Dop Lubang 6,2",SRLD0ST2,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,"Sedotan Biru Lurik Dop Lubang 6,2",SRLD0ST2,KG,Produk FINISHED GOOD Rafia,"Sedotan Biru Lurik Dop Lubang 6,2",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan biru lurik dop lubang 6.2,"Sedotan Biru Lurik Dop Lubang 6,2",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SRLD0ST2,"Sedotan Biru Lurik Dop Lubang 6,2",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
178,Sedotan Biru Super,SRP00ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Biru Super,SRP00ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Biru Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan biru super,Sedotan Biru Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SRP00ST6,Sedotan Biru Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
179,Sedotan Biru Super Jasa,SRS00JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Biru Super Jasa,SRS00JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Biru Super Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan biru super jasa,Sedotan Biru Super Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SRS00JT6,Sedotan Biru Super Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
180,"Sedotan Biru Tumpul Lubang 8,5",SRP00ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Biru Tumpul Lubang 8.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan biru tumpul lubang 8.5,Sedotan Biru Tumpul Lubang 8.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SRP00ST8,"Sedotan Biru Tumpul Lubang 8,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
181,Sedotan BS,S000000,Kg,,4-106 Penjualan Bahan,BARANG JADI,KG,Sedotan BS,S000000,KG,Produk FINISHED GOOD Rafia,Sedotan BS,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan bs,Sedotan BS,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,S000000,Sedotan BS,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
182,Sedotan Dop KW,SDP00KT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Dop KW,SDP00KT6,KG,Produk FINISHED GOOD Rafia,Sedotan Dop KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan dop kw,Sedotan Dop KW,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SDP00KT6,Sedotan Dop KW,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
183,Sedotan Dop Tekuk,SDP00SU6,Kg,,4-110 Penjualan Sedotan Tekuk,BARANG JADI,KG,Sedotan Dop Tekuk,SDP00SU6,KG,Produk FINISHED GOOD Rafia,Sedotan Dop Tekuk,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan dop tekuk,Sedotan Dop Tekuk,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SDP00SU6,Sedotan Dop Tekuk,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
184,Sedotan Hijau KW,SJP00KT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Hijau KW,SJP00KT6,KG,Produk FINISHED GOOD Rafia,Sedotan Hijau KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hijau kw,Sedotan Hijau KW,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SJP00KT6,Sedotan Hijau KW,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
185,Sedotan Hijau KW Jasa,SJK00JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Hijau KW Jasa,SJK00JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Hijau KW Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hijau kw jasa,Sedotan Hijau KW Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SJK00JT6,Sedotan Hijau KW Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
186,Sedotan Hijau KW Lubang 7,SJP00KT7,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Hijau KW Lubang 7,SJP00KT7,KG,Produk FINISHED GOOD Rafia,Sedotan Hijau KW Lubang 7,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hijau kw lubang 7,Sedotan Hijau KW Lubang 7,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SJP00KT7,Sedotan Hijau KW Lubang 7,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
187,Sedotan Hijau KW Lurik Dop,SJLD0KT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Hijau KW Lurik Dop,SJLD0KT6,KG,Produk FINISHED GOOD Rafia,Sedotan Hijau KW Lurik Dop,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hijau kw lurik dop,Sedotan Hijau KW Lurik Dop,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SJLD0KT6,Sedotan Hijau KW Lurik Dop,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
188,"Sedotan Hijau Lancip Lubang 5,5",SJP00WL,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Hijau Lancip Lubang 5.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan hijau lancip lubang 5.5,Sedotan Hijau Lancip Lubang 5.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SJP00WL,"Sedotan Hijau Lancip Lubang 5,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
189,"Sedotan Hijau Lancip Lubang 8,5",SJP00SL8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Hijau Lancip Lubang 8.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan hijau lancip lubang 8.5,Sedotan Hijau Lancip Lubang 8.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SJP00SL8,"Sedotan Hijau Lancip Lubang 8,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
190,Sedotan Hijau Lurik Dop Jasa,SJS00JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Hijau Lurik Dop Jasa,SJS00JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Hijau Lurik Dop Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hijau lurik dop jasa,Sedotan Hijau Lurik Dop Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SJS00JT6,Sedotan Hijau Lurik Dop Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
191,Sedotan Hijau Lurik Dop Lancip Lubang 6,BJ000022,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Hijau Lurik Dop Lancip Lubang 6,BJ000022,KG,Produk FINISHED GOOD Rafia,Sedotan Hijau Lurik Dop Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hijau lurik dop lancip lubang 6,Sedotan Hijau Lurik Dop Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,BJ000022,Sedotan Hijau Lurik Dop Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
192,Sedotan Hijau Lurik Dop Lubang 6,SJLD0ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Hijau Lurik Dop Lubang 6,SJLD0ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Hijau Lurik Dop Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hijau lurik dop lubang 6,Sedotan Hijau Lurik Dop Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SJLD0ST6,Sedotan Hijau Lurik Dop Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
193,"Sedotan Hijau Lurik Dop Lubang 6,2",SJLD0ST2,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,"Sedotan Hijau Lurik Dop Lubang 6,2",SJLD0ST2,KG,Produk FINISHED GOOD Rafia,"Sedotan Hijau Lurik Dop Lubang 6,2",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hijau lurik dop lubang 6.2,"Sedotan Hijau Lurik Dop Lubang 6,2",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SJLD0ST2,"Sedotan Hijau Lurik Dop Lubang 6,2",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
195,"Sedotan Hijau Lurik Dop Lubang 8,5",SJLD0ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Hijau Lurik Dop Lubang 8.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan hijau lurik dop lubang 8.5,Sedotan Hijau Lurik Dop Lubang 8.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SJLD0ST8,"Sedotan Hijau Lurik Dop Lubang 8,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
196,Sedotan Hijau Steril Full Printing,SJS00WL-11,Karton,,4-114 Penjualan Sedotan Steril,BARANG JADI,PCS,Sedotan Hijau Steril Full Printing,SJS00WL-11,PCS,Produk FINISHED GOOD Rafia,Sedotan Hijau Steril Full Printing,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan hijau steril full printing,Sedotan Hijau Steril Full Printing,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,SJS00WL-11,Sedotan Hijau Steril Full Printing,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
197,Sedotan Hijau Super,SJP00ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Hijau Super,SJP00ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Hijau Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hijau super,Sedotan Hijau Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SJP00ST6,Sedotan Hijau Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
198,Sedotan Hijau Super 3,SJP00WT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Hijau Super 3,SJP00WT6,KG,Produk FINISHED GOOD Rafia,Sedotan Hijau Super 3,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hijau super 3,Sedotan Hijau Super 3,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SJP00WT6,Sedotan Hijau Super 3,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
199,Sedotan Hijau Super Jasa,SJP00JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Hijau Super Jasa,SJP00JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Hijau Super Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hijau super jasa,Sedotan Hijau Super Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SJP00JT6,Sedotan Hijau Super Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
200,"Sedotan Hijau Tumpul Lubang 8,5",SJP00ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Hijau Tumpul Lubang 8.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan hijau tumpul lubang 8.5,Sedotan Hijau Tumpul Lubang 8.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SJP00ST8,"Sedotan Hijau Tumpul Lubang 8,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
201,"Sedotan Hijau Tumpul Lubang 8,5 Jasa",SJP00JT8,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,,,,,Sedotan Hijau Tumpul Lubang 8.5 Jasa,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan hijau tumpul lubang 8.5 jasa,Sedotan Hijau Tumpul Lubang 8.5 Jasa,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SJP00JT8,"Sedotan Hijau Tumpul Lubang 8,5 Jasa",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
204,Sedotan Hitam Lancip Lubang 5,SHP00WL5,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Hitam Lancip Lubang 5,SHP00WL5,KG,Produk FINISHED GOOD Rafia,Sedotan Hitam Lancip Lubang 5,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hitam lancip lubang 5,Sedotan Hitam Lancip Lubang 5,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SHP00WL5,Sedotan Hitam Lancip Lubang 5,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
205,"Sedotan Hitam Lancip Lubang 5,5",SHP00WL,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Hitam Lancip Lubang 5.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan hitam lancip lubang 5.5,Sedotan Hitam Lancip Lubang 5.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SHP00WL,"Sedotan Hitam Lancip Lubang 5,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
207,Sedotan Hitam Steril,SHS00WL-20,Pack,,4-114 Penjualan Sedotan Steril,BARANG JADI,PCS,Sedotan Hitam Steril,SHS00WL-20,PCS,Produk FINISHED GOOD Rafia,Sedotan Hitam Steril,DUPLICATE_PRODUCT_CODE_IN_SHEET;UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan hitam steril,Sedotan Hitam Steril,DUPLICATE_PRODUCT_CODE_IN_SHEET;UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,MANUAL_REVIEW_REQUIRED,SHS00WL-20,Sedotan Hitam Steril,PCS,KEEP_EXISTING_SKU_UPDATE_CANONICAL_NAME,EXISTING_UPDATE
209,Sedotan Hitam Steril Bal Full Polos Isi 250,SHS00WL-00,Bal,,4-114 Penjualan Sedotan Steril,BARANG JADI,BAL,Sedotan Hitam Steril Bal Full Polos Isi 250,SHS00WL-00,BAL,Produk FINISHED GOOD Rafia,Sedotan Hitam Steril Bal Full Polos Isi 250,DUPLICATE_PRODUCT_CODE_IN_SHEET,EXISTS_BY_NAME,sedotan hitam steril bal full polos isi 250,Sedotan Hitam Steril Bal Full Polos Isi 250,DUPLICATE_PRODUCT_CODE_IN_SHEET;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,MANUAL_REVIEW_REQUIRED,SHS00WL-00,Sedotan Hitam Steril Bal Full Polos Isi 250,BAL,KEEP_EXISTING_SKU_UPDATE_CANONICAL_NAME,EXISTING_UPDATE
211,Sedotan Hitam Steril Dalam Polos Luar Printing,SHS00WL-01,Karton,,4-114 Penjualan Sedotan Steril,BARANG JADI,PCS,Sedotan Hitam Steril Dalam Polos Luar Printing,SHS00WL-01,PCS,Produk FINISHED GOOD Rafia,Sedotan Hitam Steril Dalam Polos Luar Printing,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan hitam steril dalam polos luar printing,Sedotan Hitam Steril Dalam Polos Luar Printing,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,SHS00WL-01,Sedotan Hitam Steril Dalam Polos Luar Printing,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
212,Sedotan Hitam Steril Dalam Printing Luar Polos,SHS00WL-10,Karton,,4-114 Penjualan Sedotan Steril,BARANG JADI,PCS,Sedotan Hitam Steril Dalam Printing Luar Polos,SHS00WL-10,PCS,Produk FINISHED GOOD Rafia,Sedotan Hitam Steril Dalam Printing Luar Polos,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan hitam steril dalam printing luar polos,Sedotan Hitam Steril Dalam Printing Luar Polos,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,SHS00WL-10,Sedotan Hitam Steril Dalam Printing Luar Polos,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
216,Sedotan Hitam Steril Full Polos Jasa,SHS00JL-00,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Hitam Steril Full Polos Jasa,SHS00JL-00,KG,Produk FINISHED GOOD Rafia,Sedotan Hitam Steril Full Polos Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hitam steril full polos jasa,Sedotan Hitam Steril Full Polos Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SHS00JL-00,Sedotan Hitam Steril Full Polos Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
217,Sedotan Hitam Steril Full Printing,SHS00WL-11,Karton,,4-114 Penjualan Sedotan Steril,BARANG JADI,PCS,Sedotan Hitam Steril Full Printing,SHS00WL-11,PCS,Produk FINISHED GOOD Rafia,Sedotan Hitam Steril Full Printing,DUPLICATE_PRODUCT_CODE_IN_SHEET;UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan hitam steril full printing,Sedotan Hitam Steril Full Printing,DUPLICATE_PRODUCT_CODE_IN_SHEET;UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,MANUAL_REVIEW_REQUIRED,SHS00WL-11,Sedotan Hitam Steril Full Printing,PCS,KEEP_EXISTING_SKU_UPDATE_CANONICAL_NAME,EXISTING_UPDATE
220,Sedotan Hitam Steril Jasa,SHP00JL6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Hitam Steril Jasa,SHP00JL6,KG,Produk FINISHED GOOD Rafia,Sedotan Hitam Steril Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hitam steril jasa,Sedotan Hitam Steril Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SHP00JL6,Sedotan Hitam Steril Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
224,Sedotan Hitam Steril Pack Printing Isi 250,SHS00WL-22,Pack,,4-114 Penjualan Sedotan Steril,BARANG JADI,PCS,Sedotan Hitam Steril Pack Printing Isi 250,SHS00WL-22,PCS,Produk FINISHED GOOD Rafia,Sedotan Hitam Steril Pack Printing Isi 250,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan hitam steril pack printing isi 250,Sedotan Hitam Steril Pack Printing Isi 250,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,SHS00WL-22,Sedotan Hitam Steril Pack Printing Isi 250,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
225,Sedotan Hitam Steril Polos Pack Isi 200,BJ000011,Pack,,4-114 Penjualan Sedotan Steril,BARANG JADI,PCS,Sedotan Hitam Steril Polos Pack Isi 200,BJ000011,PCS,Produk FINISHED GOOD Rafia,Sedotan Hitam Steril Polos Pack Isi 200,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan hitam steril polos pack isi 200,Sedotan Hitam Steril Polos Pack Isi 200,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,BJ000011,Sedotan Hitam Steril Polos Pack Isi 200,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
226,Sedotan Hitam Steril Printing Pack Isi 200,BJ000012,Pack,,4-114 Penjualan Sedotan Steril,BARANG JADI,PCS,Sedotan Hitam Steril Printing Pack Isi 200,BJ000012,PCS,Produk FINISHED GOOD Rafia,Sedotan Hitam Steril Printing Pack Isi 200,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan hitam steril printing pack isi 200,Sedotan Hitam Steril Printing Pack Isi 200,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,BJ000012,Sedotan Hitam Steril Printing Pack Isi 200,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
228,Sedotan Hitam Super,SHP00ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Hitam Super,SHP00ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Hitam Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hitam super,Sedotan Hitam Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SHP00ST6,Sedotan Hitam Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
229,Sedotan Hitam Super Lubang 10,SHP00ST10,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Hitam Super Lubang 10,SHP00ST10,KG,Produk FINISHED GOOD Rafia,Sedotan Hitam Super Lubang 10,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hitam super lubang 10,Sedotan Hitam Super Lubang 10,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SHP00ST10,Sedotan Hitam Super Lubang 10,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
230,Sedotan Hitam Tekuk,SHP00SU6,Kg,,4-110 Penjualan Sedotan Tekuk,BARANG JADI,KG,Sedotan Hitam Tekuk,SHP00SU6,KG,Produk FINISHED GOOD Rafia,Sedotan Hitam Tekuk,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hitam tekuk,Sedotan Hitam Tekuk,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SHP00SU6,Sedotan Hitam Tekuk,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
231,"Sedotan Hitam Tumpul Lubang 8,5",SHP00ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Hitam Tumpul Lubang 8.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan hitam tumpul lubang 8.5,Sedotan Hitam Tumpul Lubang 8.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SHP00ST8,"Sedotan Hitam Tumpul Lubang 8,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
232,"Sedotan Hitam Tumpul Lubang 9,5",SHP00ST9,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,"Sedotan Hitam Tumpul Lubang 9,5",SHP00ST9,KG,Produk FINISHED GOOD Rafia,"Sedotan Hitam Tumpul Lubang 9,5",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan hitam tumpul lubang 9.5,"Sedotan Hitam Tumpul Lubang 9,5",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SHP00ST9,"Sedotan Hitam Tumpul Lubang 9,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
